trip_distance,rate_code,fare_amount,extra,service_tax,tip_amount,tolls_amount,imp_surcharge,total_amount,Delhi_location_id,dropoff_location_id,year,month,day,day_of_week,hour_of_day,trip_duration,model,passenger_count,Delhi_longitude,Delhi_latitude,dropoff_longitude,dropoff_latitude,Pickup_city,Pickup_State,Time_Category,time_taken ,,
3.8,1,1804,35,105,467.4,319.95,37.12,2768,140,194,2023,5,2,Tuesday,12:54 PM,141,SUV,1,-73.992385,40.743538,-73.776321,40.645286,Bhop?l,Madhya Pradesh,AfterNoon,03:55.0,,
9.04,7,2214,8,130,558.42,384.66,77.27,3372,138,68,2023,9,23,Saturday,4:29 PM,128,AUTO,1,-73.999627,40.743547,-73.98927,40.756862,Pimpri-Chinchwad,Mah?r?shtra,Evening,03:48.0,,
7.87,6,2173,47,149,5553.22,293.26,7.14,8223,68,82,2019,6,5,Monday,5:18 PM,84,AUTO,3,-74.00344,40.743554,-73.974042,40.750274,Patna,Bih?r,Evening,54:00.0,,
10.88,4,2542,4,63,615.82,228.43,22.37,3476,138,170,2022,6,24,Saturday,1:44 AM,50,MINI,1,-73.996038,40.74358,-73.972355,40.693182,Bil?spur,Chhatt?sgarh,Late_Night,06:46.0,,
10.99,8,2747,9,117,656.82,186.84,70.27,3787,138,162,2019,4,17,Monday,12:15 PM,254,AUTO,2,-73.98394775,40.74375153,-73.99259186,40.72537994,Ludhi?na,Punjab,AfterNoon,17:32.0,,
16.7,5,5986,6,105,328,95.83,98.9,6620,264,264,2019,8,16,Wednesday,12:19 AM,188,AUTO,1,-73.995883,40.743785,-73.990057,40.767137,?gra,Uttar Pradesh,Late_Night,17:09.0,,
5.9,10,2337,11,126,598.6,20.96,74.94,3169,13,137,2018,9,12,Tuesday,7:02 AM,73,AUTO,1,-73.979394,40.743794,-73.973263,40.739369,Madurai,Tamil N?du,Morning,01:50.0,,
9.5,8,2501,42,74,758.5,52.37,47.13,3475,138,239,2022,3,29,Wednesday,8:16 AM,153,AUTO,3,-74.00672,40.743813,-73.994987,40.760258,Jamshedpur,Jh?rkhand,Morning,59:00.0,,
10.62,9,3116,17,142,8253,376.22,0.3,11905,161,138,2022,4,16,Sunday,6:38 AM,271,MINI,5,-73.97339,40.743883,-73.954021,40.766063,Prayagraj,Uttar Pradesh,Morning,21:00.0,,
11.97,6,3731,39,50,853.62,215.31,63.22,4952,138,100,2021,3,8,Wednesday,12:44 PM,138,AUTO,4,-73.995892,40.74389,-74.004377,40.734933,N?sik,Mah?r?shtra,AfterNoon,10:00.0,,
6.4,3,1968,20,139,5538.4,120.47,51.36,7837,161,255,2019,7,4,Tuesday,6:53 AM,228,AUTO,1,-73.987871,40.744032,-74.002031,40.728272,Far?d?b?d,Hary?na,Morning,45:00.0,,
11.96,7,2870,26,133,492,279.24,45.68,3846,138,137,2019,11,28,Tuesday,6:43 AM,83,AUTO,1,-73.924393,40.744035,-73.943658,40.746703,Meerut,Uttar Pradesh,Morning,36:00.0,,
4.01,10,1804,26,76,373.92,76.25,79.03,2435,33,107,2018,10,3,Tuesday,11:16 PM,175,AUTO,1,-73.983855,40.744069,-74.005639,40.740089,Jabalpur,Madhya Pradesh,Night,20:00.0,,
11.2,9,3034,41,61,892.98,95.86,3,4128,138,163,2019,4,16,Sunday,11:58 AM,299,AUTO,1,-74.003197,40.744075,-74.00067,40.726062,Kaly?n,Mah?r?shtra,Morning,52:00.0,,
10,2,2337,10,95,583.532,212.13,41.16,3279,138,233,2021,2,6,Monday,11:58 PM,208,AUTO,1,-73.995863,40.744098,-73.990998,40.741071,Vasai-Virar,Mah?r?shtra,Night,20:07.0,,
11.15,1,2542,28,119,521.52,392.43,2.6,3606,132,160,2023,6,24,Saturday,7:49 AM,168,MINI,1,-73.985428,40.744102,-73.958588,40.770407,Najafgarh,Delhi,Morning,35:32.0,,
9.94,3,2829,36,100,673.22,4.88,5.32,3648,138,229,2022,4,17,Monday,6:25 PM,27,AUTO,2,-73.99941254,40.74410629,-73.98988342,40.74726868,V?r?nasi,Uttar Pradesh,Evening,31:00.0,,
9.2,8,2337,39,97,574.82,139.69,64.24,3252,138,235,2019,1,28,Saturday,5:58 AM,131,AUTO,1,-73.995292,40.744148,-73.976097,40.733348,Sr?nagar,Jammu and Kashm?r,Morning,08:03.0,,
7.9,2,1845,22,114,615,292.91,85.96,2975,138,170,2019,5,1,Monday,8:19 PM,214,AUTO,1,-73.984202,40.744187,-73.97462,40.761423,Aurang?b?d,Mah?r?shtra,Night,15:00.0,,
10.56,2,3116,42,129,7353.62,105.82,17.67,10764,138,229,2021,9,12,Tuesday,7:52 AM,100,AUTO,1,-73.995457,40.744187,-74.012858,40.706472,Dhanb?d,Jh?rkhand,Morning,17:33.0,,
6.1,10,1763,40,133,373.1,310.91,83.97,2704,249,228,2022,2,5,Sunday,2:26 PM,241,MINI,6,-74.006602,40.744235,-73.979251,40.751236,Amritsar,Punjab,AfterNoon,27:00.0,,
0.3,1,246,9,116,61.5,232.88,0.72,666,151,24,2020,10,28,Saturday,4:39 AM,280,MINI,1,-74.003088,40.744333,-74.010889,40.704445,Al?garh,Uttar Pradesh,Late_Night,37:00.0,,
10.1,1,2501,44,104,533,246.44,74.2,3503,138,224,2018,4,6,Thrusday,11:20 AM,244,AUTO,1,-73.996078,40.744367,-74.006027,40.748588,Guw?h?ti,Assam,Morning,17:00.0,,
10.5,1,2583,25,68,624.532,275.57,85.86,3662,138,239,2022,7,29,Saturday,12:49 AM,85,AUTO,3,-73.995635,40.744387,-74.002325,40.730406,H?ora,West Bengal,Late_Night,57:53.0,,
8.4,6,2132,4,90,53,181.88,76.96,2538,132,196,2021,3,8,Wednesday,1:12 AM,295,AUTO,1,-73.991738,40.744403,-73.959888,40.769403,R?nchi,Jh?rkhand,Late_Night,05:50.0,,
5.94,1,1763,41,84,373.92,315.92,11.09,2589,161,255,2019,3,28,Tuesday,9:06 AM,279,AUTO,1,-73.980822,40.74442,-73.991093,40.748797,Gwalior,Madhya Pradesh,Morning,44:00.0,,
21,8,5904,19,94,11253.12,344.13,57.2,17671,48,221,2019,10,5,Thrusday,8:32 PM,154,MINI,1,-73.996652,40.744495,-73.980253,40.737635,Delhi_City,Delhi_State,Night,22:04.0,,
5.58,9,1927,13,135,398.52,19.81,10.66,2504,231,239,2022,6,23,Friday,6:22 AM,21,AUTO,2,-73.985165,40.744497,-73.981847,40.768137,Delhi,Delhi,Morning,28:00.0,,
10.56,8,2501,18,158,521.52,284.64,33.37,3517,163,138,2019,2,16,Thrusday,6:34 PM,291,MINI,5,-73.980992,40.744531,-73.948478,40.778086,Mumbai,Mah?r?shtra,Evening,13:00.0,,
9.5,7,2870,0,107,6853.6,254.09,95.36,10180,100,138,2021,11,7,Tuesday,10:34 PM,35,AUTO,1,-73.991601,40.744712,-73.983081,40.744682,Kolk?ta,West Bengal,Night,09:03.0,,
20.1,9,4797,49,71,735.54,302.16,95.24,6050,249,200,2018,10,27,Friday,3:23 PM,165,AUTO,1,-73.995163,40.744714,-73.999739,40.728509,Bangalore,Karn?taka,AfterNoon,23:54.0,,
11.5,9,2665,21,99,545.3,356.11,46.03,3732,138,52,2023,7,29,Saturday,1:08 AM,247,AUTO,1,-73.987055,40.744762,-74.007825,40.716325,Chennai,Tamil N?du,Late_Night,12:00.0,,
5.9,5,2091,41,151,438.7,245.93,62.33,3030,246,49,2021,3,6,Monday,2:07 AM,179,AUTO,2,-73.980617,40.74487,-73.98711,40.749577,Hyder?b?d,Telang?na,Late_Night,37:00.0,,
6.74,3,1968,39,82,6153.538,110.58,61.36,8414,161,209,2019,5,14,Sunday,3:56 AM,183,AUTO,1,-73.991414,40.744874,-73.9784,40.752352,Pune,Mah?r?shtra,Late_Night,19:00.0,,
17.08,7,5371,34,91,1584.24,140.08,64.59,7285,230,1,2022,9,25,Monday,1:36 AM,173,AUTO,1,-73.98874664,40.74495316,-73.99568176,40.74422073,Ahmedabad,Gujar?t,Late_Night,25:53.0,,
8.5,9,2050,4,54,524.8,322.21,5.92,2961,138,107,2021,5,15,Monday,9:33 PM,55,AUTO,3,-73.984267,40.744961,-73.981646,40.759608,S?rat,Gujar?t,Night,06:43.0,,
9.27,2,2665,0,61,6453.42,14.43,42.81,9237,138,162,2020,2,5,Sunday,2:05 AM,298,AUTO,1,-73.987559,40.744963,-73.990453,40.756686,Lucknow,Uttar Pradesh,Late_Night,51:32.0,,
5.4,2,1886,23,98,4535.9,278.7,27.69,6849,164,24,2019,7,5,Wednesday,5:02 PM,257,AUTO,1,-73.976162,40.744988,-73.990002,40.738323,Jaipur,R?jasth?n,Evening,32:00.0,,
20.57,2,4633,9,84,947.92,360.14,69.57,6104,132,181,2023,11,17,Friday,12:41 PM,100,AUTO,1,-73.991995,40.74499,-73.986237,40.729637,Kanpur,Uttar Pradesh,AfterNoon,52:00.0,,
6.33,4,1968,38,137,53,28.61,78.39,2303,90,202,2020,5,26,Friday,8:53 AM,285,AUTO,1,-73.975713,40.74506,-73.978712,40.724368,Mirz?pur,Uttar Pradesh,Morning,01:52.0,,
2,5,1763,2,156,364.9,93.61,53.86,2433,230,140,2020,9,23,Saturday,6:50 PM,230,AUTO,1,-73.994771,40.745091,-73.986757,40.746055,N?gpur,Mah?r?shtra,Evening,48:00.0,,
10.9,5,2952,1,133,53,86.86,53.93,3280,144,138,2023,10,29,Sunday,6:13 PM,140,SEDAN,1,-73.976535,40.745105,-73.865332,40.770662,Gh?zi?b?d,Uttar Pradesh,Evening,17:00.0,,
8.6,10,2665,42,62,562.52,206.93,89.46,3628,138,49,2023,5,22,Monday,12:05 AM,39,AUTO,1,-73.986405,40.745185,-73.989025,40.752668,Supaul,Bih?r,Late_Night,43:00.0,,
6.65,9,2050,40,137,439.52,358.16,91.42,3116,229,66,2021,9,13,Wednesday,10:41 PM,60,AUTO,6,-74.005821,40.745254,-74.000546,40.752709,Vadodara,Gujar?t,Night,48:30.0,,
13.47,6,3210.3,0,152,53,169.43,4.43,3589,140,51,2021,12,12,Tuesday,2:25 PM,110,MINI,1,-73.9828,40.745287,-74.01425,40.702935,R?jkot,Gujar?t,AfterNoon,26:00.0,,
8.92,7,2091,47,43,542.532,231.41,69.34,3024,138,233,2022,2,6,Monday,1:28 PM,116,AUTO,1,-73.976971,40.745448,-74.003377,40.736261,Vish?khapatnam,Andhra Pradesh,AfterNoon,50:27.0,,
11.02,1,2911,45,152,917.58,125.28,79.93,4231,132,61,2019,10,16,Monday,3:25 AM,52,SUV,2,-73.988398,40.74545,-73.793017,40.658157,Indore,Madhya Pradesh,Late_Night,28:00.0,,
8.5,10,2132,7,66,549.4,99.09,23.58,2877,233,138,2021,10,12,Thrusday,11:35 PM,296,MINI,4,-73.999557,40.745475,-73.9395,40.808624,Th?ne,Mah?r?shtra,Night,30:00.0,,
12.09,1,2788,40,45,673.22,73.21,57.56,3677,138,161,2022,2,6,Monday,4:54 PM,26,MINI,1,-74.005677,40.745547,-73.962663,40.794295,Bhop?l,Madhya Pradesh,Evening,39:00.0,,
9.4,3,3034,27,123,714.22,114.9,53.3,4066,138,162,2021,3,16,Thrusday,6:58 PM,293,AUTO,1,-74.005547,40.745687,-74.011247,40.728733,Pimpri-Chinchwad,Mah?r?shtra,Evening,31:00.0,,
5.1,10,1804,26,134,389.5,320.71,58.29,2733,166,164,2019,1,16,Monday,6:00 PM,116,AUTO,2,-73.97529,40.745689,-73.989893,40.741252,Patna,Bih?r,Evening,29:00.0,,
10.7,7,2501,36,49,6537.62,171.06,68.71,9363,138,229,2019,9,23,Saturday,12:45 PM,77,AUTO,1,-73.982432,40.745747,-73.982432,40.745747,Bil?spur,Chhatt?sgarh,AfterNoon,37:30.0,,
0.2,6,246,38,60,61.5,385.04,95.12,886,137,233,2023,3,28,Tuesday,2:37 PM,95,AUTO,1,-73.978192,40.745775,-73.975422,40.73007,Ludhi?na,Punjab,AfterNoon,15:02.0,,
9.7,4,2542,21,78,53,0.7,7.41,2702,50,225,2022,7,8,Saturday,6:05 PM,81,AUTO,3,-73.978007,40.74581,-73.98425,40.73341,?gra,Uttar Pradesh,Evening,13:45.0,,
5.5,2,1845,28,102,492,23.06,50.02,2540,234,49,2022,1,19,Thrusday,11:18 AM,168,AUTO,1,-73.982177,40.745862,-73.974468,40.756745,Madurai,Tamil N?du,Morning,49:26.0,,
11.7,3,3280,44,122,963.5,179.74,49.77,4639,138,230,2018,7,4,Tuesday,12:44 AM,224,MINI,1,-73.99055,40.745908,-73.885363,40.771893,Jamshedpur,Jh?rkhand,Late_Night,23:19.0,,
12.88,9,3444,27,112,796.22,207.33,36.7,4623,88,138,2019,8,16,Wednesday,12:48 AM,95,MINI,1,-73.997728,40.746099,-73.947656,40.829451,Prayagraj,Uttar Pradesh,Late_Night,07:00.0,,
10.4,4,2829,21,117,877.4,68.67,6.75,3920,230,181,2019,3,16,Thrusday,7:29 PM,36,AUTO,1,-73.979841,40.746111,-73.996428,40.739864,N?sik,Mah?r?shtra,Evening,39:17.0,,
15.61,2,3854,26,96,6753.76,383.9,96.87,11211,13,138,2023,5,4,Thrusday,1:07 AM,165,AUTO,1,-73.990575,40.746117,-74.003227,40.751447,Far?d?b?d,Hary?na,Late_Night,41:00.0,,
11.3,5,2829,35,152,287,111.26,86.58,3501,138,163,2023,3,8,Wednesday,6:08 PM,130,AUTO,1,-73.977708,40.746212,-73.975782,40.745055,Meerut,Uttar Pradesh,Evening,38:52.0,,
11.2,10,2624,6,100,639.6,288.03,92.81,3750,138,161,2023,1,7,Saturday,5:29 AM,84,AUTO,1,-73.983758,40.74643,-73.963557,40.774088,Jabalpur,Madhya Pradesh,Morning,30:07.0,,
8.49,8,2296,28,125,4853.52,343.92,20.05,7666,237,40,2023,2,14,Tuesday,7:40 AM,240,AUTO,1,-73.995892,40.746454,-73.995892,40.746454,Kaly?n,Mah?r?shtra,Morning,12:00.0,,
10.3,8,2583,23,75,537.1,11.46,67.42,3297,231,243,2020,4,16,Sunday,12:09 AM,30,MINI,1,-73.917399,40.746485,-73.973756,40.763836,Vasai-Virar,Mah?r?shtra,Late_Night,29:28.0,,
8.82,7,2296,17,130,718.32,187.73,69.46,3419,138,262,2021,8,30,Wednesday,8:01 PM,145,SEDAN,3,-73.977473,40.746538,-73.851405,40.689473,Najafgarh,Delhi,Night,05:15.0,,
6.8,3,1804,20,136,53,335.25,31.29,2380,48,25,2021,9,6,Wednesday,8:21 PM,60,AUTO,1,-73.991603,40.746542,-73.993723,40.7524,V?r?nasi,Uttar Pradesh,Night,24:00.0,,
9.08,1,2214,17,58,5553.22,96.19,65.07,8003,138,170,2020,3,26,Sunday,4:37 AM,104,AUTO,1,-73.995636,40.746573,-73.984437,40.767145,Sr?nagar,Jammu and Kashm?r,Late_Night,47:00.0,,
26.95,7,6355,50,45,1284.12,325.85,30.94,8091,132,257,2021,2,16,Thrusday,1:01 PM,191,AUTO,5,-73.993973,40.746577,-74.00506,40.709365,Aurang?b?d,Mah?r?shtra,AfterNoon,04:00.0,,
8.41,5,2296,32,104,65353.24,54.19,41.63,67881,100,52,2018,11,16,Thrusday,2:23 PM,259,SEDAN,1,-74.001379,40.746612,-73.982894,40.773289,Dhanb?d,Jh?rkhand,AfterNoon,54:00.0,,
8.6,1,2132,35,67,533.82,170.68,8.06,2947,138,141,2022,3,25,Saturday,5:24 PM,20,AUTO,1,-73.983735,40.746697,-73.954411,40.772219,Amritsar,Punjab,Evening,53:00.0,,
13.46,8,3567,34,48,53,46.06,79.94,3828,229,181,2021,12,26,Tuesday,11:25 AM,176,MINI,5,-74.00468,40.746881,-73.94183,40.725904,Al?garh,Uttar Pradesh,Morning,18:00.0,,
4.7,9,2132,28,151,328,298.38,32.88,2970,234,255,2018,3,17,Friday,12:23 AM,177,AUTO,2,-73.985468,40.74701,-73.990586,40.719027,Guw?h?ti,Assam,Late_Night,27:00.0,,
8.67,4,2132,2,67,336.2,236.98,98.07,2872,140,40,2018,10,2,Monday,8:07 AM,283,AUTO,1,-74.00463867,40.74713898,-73.9850769,40.7407608,H?ora,West Bengal,Morning,25:00.0,,
10.83,1,2542,28,74,624.532,35.28,29.52,3333,138,230,2019,2,26,Sunday,3:24 AM,242,AUTO,1,-73.993177,40.747152,-73.983943,40.743292,R?nchi,Jh?rkhand,Late_Night,36:50.0,,
5.71,9,1845,27,72,3953.32,192.85,91.22,6181,161,223,2021,5,25,Thrusday,9:41 AM,249,AUTO,1,-73.985653,40.747188,-73.98329,40.730267,Gwalior,Madhya Pradesh,Morning,34:42.0,,
12.39,8,3198,47,102,53,277.4,7.28,3685,230,138,2018,2,9,Thrusday,1:10 AM,90,AUTO,1,-73.975782,40.74727,-73.96611,40.762933,Delhi_City,Delhi_State,Late_Night,52:22.0,,
9.15,9,2706,9,144,574,329.34,67.26,3830,138,164,2023,2,27,Monday,10:39 PM,125,AUTO,1,-73.98548889,40.74728012,-74.00767517,40.74076843,Delhi,Delhi,Night,58:52.0,,
11.49,10,2665,25,137,6453.42,195.45,60.75,9537,138,162,2023,7,5,Wednesday,8:58 PM,122,AUTO,1,-73.989647,40.74729,-73.985648,40.735408,Mumbai,Mah?r?shtra,Night,45:00.0,,
16.4,4,5289,25,129,13453.7,294.66,23.33,19215,68,1,2020,7,28,Friday,12:58 AM,196,SUV,5,-74.035839,40.74732,-74.035839,40.74732,Kolk?ta,West Bengal,Late_Night,20:00.0,,
11.69,3,3239,16,106,656,243.16,20.47,4281,138,161,2020,2,16,Thrusday,8:12 PM,79,AUTO,2,-73.993656,40.74735,-73.982864,40.742636,Bangalore,Karn?taka,Night,54:00.0,,
11.86,7,3116,42,134,913.48,6.99,64.66,4277,234,138,2022,2,25,Saturday,3:49 AM,98,MINI,1,-73.989813,40.747356,-73.927147,40.762732,Chennai,Tamil N?du,Late_Night,26:44.0,,
7.2,4,1845,4,146,382.12,372.48,58.55,2808,229,138,2019,3,18,Saturday,4:28 PM,175,AUTO,1,-73.98637,40.74738,-73.975567,40.744572,Hyder?b?d,Telang?na,Evening,49:03.0,,
7.1,7,2337,1,105,3653.8,89.68,8.37,6195,179,198,2019,8,29,Tuesday,8:06 PM,31,AUTO,1,-74.000632,40.747473,-73.986672,40.740577,Pune,Mah?r?shtra,Night,10:07.0,,
10,2,2624,23,107,947.1,369.46,94.38,4165,138,239,2019,3,25,Saturday,11:51 PM,156,AUTO,3,-74.003637,40.747477,-73.99989,40.740652,Ahmedabad,Gujar?t,Night,43:41.0,,
8.73,7,3034,30,141,574,1.96,48.98,3830,138,186,2019,6,25,Sunday,2:58 PM,210,MINI,1,-74.00824,40.747555,-73.985106,40.764429,S?rat,Gujar?t,AfterNoon,58:03.0,,
7.78,5,2132,13,111,53,393.01,77.58,2780,233,158,2023,6,8,Thrusday,12:56 PM,110,AUTO,1,-73.973787,40.747695,-73.986315,40.746973,Lucknow,Uttar Pradesh,AfterNoon,56:00.0,,
7.18,6,1763,10,67,365.72,61.07,11.03,2278,262,87,2019,8,20,Sunday,11:59 PM,36,AUTO,2,-74.000125,40.747762,-74.005557,40.73871,Jaipur,R?jasth?n,Night,11:06.0,,
0.14,8,205,15,108,53,305.14,74.54,761,239,239,2019,3,9,Thrusday,2:50 PM,121,AUTO,1,-73.978542,40.747805,-73.984092,40.737567,Kanpur,Uttar Pradesh,AfterNoon,57:13.0,,
7.28,4,1886,24,101,492.82,358.93,88.7,2951,229,36,2023,8,7,Monday,7:18 AM,173,MINI,2,-73.9925,40.74784,-73.96565,40.76328,Mirz?pur,Uttar Pradesh,Morning,39:00.0,,
14.6,4,4387,5,47,53,397.45,28.34,4918,100,76,2021,9,4,Monday,9:33 AM,213,AUTO,1,-73.985382,40.747858,-73.978377,40.76207,N?gpur,Mah?r?shtra,Morning,11:00.0,,
6.2,8,2214,20,66,455.1,206.22,21.95,2983,158,141,2021,11,6,Monday,12:34 PM,251,AUTO,1,-73.980735,40.747911,-73.97053,40.761998,Gh?zi?b?d,Uttar Pradesh,AfterNoon,56:12.0,,
10.8,3,2706,24,63,8537.7,272.39,94.53,11698,138,233,2023,3,28,Tuesday,3:14 AM,228,MINI,1,-73.973735,40.747927,-73.986357,40.775677,Supaul,Bih?r,Late_Night,03:45.0,,
10.9,7,2624,23,113,648.62,21.31,56.22,3486,138,230,2023,4,16,Sunday,6:02 AM,149,AUTO,1,-74.00031,40.747961,-73.993636,40.757229,Vadodara,Gujar?t,Morning,52:00.0,,
0.18,4,246,39,108,53,294.23,25.58,766,263,263,2023,4,18,Tuesday,2:16 AM,181,MINI,1,-74.00399017,40.74797821,-73.98319244,40.75632858,R?jkot,Gujar?t,Late_Night,32:44.0,,
12.33,2,2911,35,86,53,132.53,28.69,3246,246,138,2021,2,19,Sunday,1:20 PM,261,AUTO,1,-73.97329,40.747983,-73.974415,40.724483,Vish?khapatnam,Andhra Pradesh,AfterNoon,02:00.0,,
7.7,8,2091,48,141,53,2.52,38.86,2374,132,265,2020,3,11,Saturday,11:28 AM,72,MINI,1,-73.984723,40.748023,-73.977245,40.757891,Indore,Madhya Pradesh,Morning,09:20.0,,
6.1,6,2091,45,117,53,0.97,38.01,2345,13,170,2018,11,8,Wednesday,5:26 PM,49,AUTO,4,-73.983518,40.748147,-73.98987,40.725757,Th?ne,Mah?r?shtra,Evening,54:00.0,,
6.4,4,2173,6,50,578.1,200.35,7.38,3015,87,186,2023,10,2,Monday,9:47 AM,167,AUTO,2,-73.992091,40.748239,-73.952414,40.772895,Bhop?l,Madhya Pradesh,Morning,41:20.0,,
15,1,3526,33,113,53,96.23,12.69,3834,246,10,2021,6,7,Wednesday,1:23 AM,197,AUTO,1,-73.98463,40.748252,-73.979311,40.754489,Pimpri-Chinchwad,Mah?r?shtra,Late_Night,33:00.0,,
5.6,3,1763,35,111,373.1,190.59,12.71,2485,79,17,2018,5,26,Friday,11:50 AM,229,AUTO,1,-73.980556,40.748284,-73.999545,40.728622,Patna,Bih?r,Morning,23:00.0,,
5.9,2,1763,17,104,53,136.9,3.17,2077,229,173,2021,2,28,Tuesday,1:08 AM,177,AUTO,1,-73.9888916,40.74832535,-73.98726654,40.72908783,Bil?spur,Chhatt?sgarh,Late_Night,05:00.0,,
5.78,8,2009,18,106,423.12,253.9,7.89,2818,234,41,2020,9,23,Saturday,1:38 AM,97,AUTO,1,-73.985,40.74833,-73.9821,40.772412,Ludhi?na,Punjab,Late_Night,38:02.0,,
9.05,9,2542,21,129,53,385.09,66.9,3197,138,243,2018,11,19,Sunday,5:23 AM,285,AUTO,1,-73.982272,40.748357,-73.969325,40.763877,?gra,Uttar Pradesh,Morning,12:00.0,,
12.7,4,3321,14,120,771.62,100.31,45.51,4372,138,143,2022,3,4,Saturday,10:27 AM,223,AUTO,1,-73.983305,40.748403,-73.991115,40.765688,Madurai,Tamil N?du,Morning,11:00.0,,
2.75,10,1886,46,149,3953.32,273.14,96.7,6404,239,68,2023,5,25,Thrusday,9:11 PM,150,MINI,2,-73.984045,40.748432,-74.009758,40.722695,Jamshedpur,Jh?rkhand,Night,05:00.0,,
7.73,7,2091,2,80,549.4,7.97,0.56,2731,161,225,2022,3,7,Tuesday,2:15 AM,273,AUTO,1,-73.978617,40.748468,-73.975885,40.75505,Prayagraj,Uttar Pradesh,Late_Night,53:00.0,,
0.26,8,246,3,51,53,267.5,41.23,662,151,151,2020,6,7,Wednesday,6:24 PM,24,AUTO,2,-73.979978,40.748572,-73.986877,40.739757,N?sik,Mah?r?shtra,Evening,38:05.0,,
10.6,4,2665,49,95,545.3,269.53,77.88,3702,236,3,2019,8,8,Tuesday,10:07 PM,79,MINI,1,-74.006052,40.748617,-73.962892,40.8042,Far?d?b?d,Hary?na,Night,48:20.0,,
9.5,2,2829,25,76,594.5,115.57,13.34,3653,163,138,2022,11,7,Tuesday,12:53 PM,211,MINI,2,-74.008134,40.748631,-73.952349,40.780512,Meerut,Uttar Pradesh,AfterNoon,00:00.0,,
4.36,8,1845,29,133,53,38.5,99.81,2198,100,87,2020,5,17,Wednesday,5:49 PM,155,AUTO,5,-74.008117,40.748635,-74.01037,40.718968,Jabalpur,Madhya Pradesh,Evening,21:00.0,,
0.2,6,246,41,61,61.5,141.55,31.66,583,238,239,2021,12,10,Sunday,4:52 AM,101,AUTO,4,-73.991018,40.748752,-73.994825,40.745283,Kaly?n,Mah?r?shtra,Late_Night,42:00.0,,
5.51,5,1804,29,149,328,30.52,95.11,2436,138,202,2023,1,8,Sunday,5:50 PM,67,AUTO,3,-73.988547,40.748765,-74.000815,40.718127,Vasai-Virar,Mah?r?shtra,Evening,51:32.0,,
3.5,7,1763,36,126,545.3,99.59,36.37,2606,234,113,2020,6,3,Saturday,9:34 PM,59,MINI,1,-73.96973419,40.74876785,-74.00120544,40.72164536,Najafgarh,Delhi,Night,58:00.0,,
8.8,6,2870,20,152,869.2,50.21,68.2,4030,138,113,2022,12,10,Sunday,4:28 PM,68,AUTO,1,-73.992332,40.748792,-73.966374,40.760099,V?r?nasi,Uttar Pradesh,Evening,46:03.0,,
12.69,10,3075,32,136,53,19.63,81.11,3397,96,96,2018,12,12,Tuesday,7:56 PM,293,AUTO,1,-73.977655,40.748835,-73.991915,40.754223,Sr?nagar,Jammu and Kashm?r,Evening,16:00.0,,
5.85,10,1968,33,119,414.92,387.93,35.45,2958,49,170,2019,5,5,Friday,9:49 AM,267,AUTO,1,-73.996573,40.748843,-73.995178,40.750753,Aurang?b?d,Mah?r?shtra,Morning,35:00.0,,
10.2,9,2501,24,115,615,279.94,18.17,3553,79,192,2020,5,6,Saturday,9:13 PM,286,AUTO,2,-73.995776,40.748921,-73.968821,40.764391,Dhanb?d,Jh?rkhand,Night,22:00.0,,
5,2,3280,41,156,6653.1,311.7,96.22,10538,186,265,2021,9,20,Wednesday,5:03 PM,178,AUTO,1,-73.988254,40.74895,-73.98705,40.733678,Amritsar,Punjab,Evening,08:00.0,,
5.4,1,1804,9,105,3953.32,275.17,14.88,6161,161,13,2021,4,2,Sunday,5:43 PM,236,AUTO,1,-73.979872,40.749027,-73.976553,40.757498,Al?garh,Uttar Pradesh,Evening,44:48.0,,
9.8,5,2747,12,108,578.1,190.44,16.47,3652,249,26,2018,8,7,Monday,2:42 AM,290,AUTO,1,-74.005382,40.749044,-73.99412,40.761185,Guw?h?ti,Assam,Late_Night,10:33.0,,
6.88,10,1763,42,109,336.2,58.18,78.87,2387,87,262,2021,5,5,Friday,7:48 AM,61,AUTO,1,-73.999432,40.749066,-73.995077,40.738264,H?ora,West Bengal,Morning,25:36.0,,
8.58,4,2173,38,90,677.32,152.12,90.66,3221,138,141,2019,2,25,Saturday,4:03 AM,248,MINI,1,-73.985618,40.749068,-74.000288,40.726519,R?nchi,Jh?rkhand,Late_Night,09:46.0,,
11,1,2583,29,66,537.1,276.44,8.15,3500,261,223,2022,5,2,Tuesday,2:15 PM,250,AUTO,1,-73.987885,40.749152,-73.975165,40.759095,Gwalior,Madhya Pradesh,AfterNoon,17:21.0,,
3.5,4,1763,37,111,53,256.97,96.2,2317,163,144,2022,7,30,Sunday,5:50 AM,207,AUTO,1,-73.983952,40.74928,-73.97778,40.737878,Delhi_City,Delhi_State,Morning,56:00.0,,
7.78,10,2296,7,46,53,40.26,51.27,2494,238,231,2019,6,8,Thrusday,8:04 AM,245,AUTO,1,-73.97733,40.74948,-73.987669,40.732709,Delhi,Delhi,Morning,18:09.0,,
6.71,5,1804,11,103,262.4,23,70.36,2274,162,13,2021,2,26,Sunday,10:39 PM,80,AUTO,1,-73.995387,40.749482,-73.975789,40.748741,Mumbai,Mah?r?shtra,Night,49:06.0,,
9.4,10,2255,30,107,492,34.35,79.99,2998,132,98,2023,1,6,Friday,2:54 PM,291,MINI,5,-73.983731,40.749556,-73.978818,40.761043,Kolk?ta,West Bengal,AfterNoon,58:00.0,,
